source,path,category,root_speed,airborne_frac,pelvis_low_frac,upper_lower_ratio,limb_energy
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_47_F_MoSh/Subject_47_F_18_poses.npz,Upper-Body Manipulation,0.083,0.0,0.0,20.74,4.35
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/78/78_13_stageii.npz,Basic Locomotion,1.508,0.0,0.0,1.198,5.33
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub016/0011_normal_jog3_poses.npz,Agility / High-Dynamic,0.268,0.0,0.0,0.786,16.32
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Normal_StraightLong(23)_stageii.npz,Basic Locomotion,0.598,0.0,0.0,1.02,1.18
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/32/32_03_stageii.npz,Upper-Body Manipulation,0.014,0.0,0.0,23.51,0.56
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub057/0030_rom_poses.npz,Basic Locomotion,0.125,0.0,0.0,1.604,2.59
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_4_F_MoSh/Subject_4_F_5_poses.npz,Basic Locomotion,0.192,0.0,0.0,1.359,7.53
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub097/0020_lifting_heavy2_poses.npz,Basic Locomotion,1.279,0.0,0.182,1.271,4.52
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S09_Novice/Trial_upper_right_left_088_poses.npz,Upper-Body Manipulation,0.156,0.0,0.0,3.905,1.88
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub023/0020_lifting_heavy2_poses.npz,Basic Locomotion,1.198,0.0,0.0,1.28,4.34
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/69/Fast_EllipseCCW(6)_stageii.npz,Basic Locomotion,0.675,0.0,0.0,0.952,2.22
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/572/tennis_smash_left04_stageii.npz,Upper-Body Manipulation,0.153,0.0,0.0,3.034,0.64
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/291/push_recovery_right01_stageii.npz,Basic Locomotion,0.395,0.0,0.0,0.932,0.57
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s9/watch_set_2_stageii.npz,Basic Locomotion,0.116,0.0,0.0,1.903,0.31
AMASS,../egodata/downloads/amass/extracted/BMLhandball/BMLhandball/S09_Novice/Trial_upper_right_224_poses.npz,Upper-Body Manipulation,0.187,0.0,0.0,4.222,2.25
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/66/Fast_StraightLong(32)_stageii.npz,Basic Locomotion,1.032,0.0,0.0,0.956,2.67
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s7/pyramidmedium_pass_1_stageii.npz,Upper-Body Manipulation,0.226,0.0,0.0,2.134,0.74
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/83/83_31_stageii.npz,Agility / High-Dynamic,0.258,0.429,0.0,0.967,0.85
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/82/82_10_stageii.npz,Basic Locomotion,0.484,0.0,0.0,1.067,1.07
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Mixed_SlowFast(28)_stageii.npz,Basic Locomotion,1.136,0.0,0.0,1.045,3.35
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/348/walking_medium09_stageii.npz,Basic Locomotion,0.581,0.0,0.0,0.955,0.74
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Slow_EllipseCW(1)_stageii.npz,Basic Locomotion,0.387,0.0,0.0,1.074,0.84
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Normal_StraightLong(48)_stageii.npz,Basic Locomotion,0.641,0.0,0.0,1.028,1.38
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub016/0008_normal_walk4_poses.npz,Basic Locomotion,0.164,0.0,0.0,0.562,6.71
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_41_F_MoSh/Subject_41_F_1_poses.npz,Upper-Body Manipulation,0.023,0.0,0.0,16.18,0.51
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/948/Wipe_Back_Dabbing_01_stageii.npz,Upper-Body Manipulation,0.009,0.0,0.0,13.644,0.15
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/551/egg_whisk06_stageii.npz,Basic Locomotion,0.189,0.0,0.0,1.405,0.36
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/348/go_over_beam02_stageii.npz,Basic Locomotion,0.596,0.0,0.0,0.913,1.07
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_15_F_MoSh/Subject_15_F_14_poses.npz,Agility / High-Dynamic,1.195,0.0,0.0,1.091,8.37
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s7/mouse_pass_1_stageii.npz,Upper-Body Manipulation,0.208,0.0,0.0,2.704,0.96
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub101/0014_sitting1_poses.npz,Basic Locomotion,1.278,0.0,0.279,1.153,3.95
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s10/binoculars_pick_all_stageii.npz,Upper-Body Manipulation,0.041,0.0,0.0,3.525,0.29
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/572/violin_left02_stageii.npz,Upper-Body Manipulation,0.017,0.0,0.0,23.304,0.14
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/slope_up05_stageii.npz,Agility / High-Dynamic,0.53,0.376,0.0,1.046,0.71
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/70/Mixed_FastSlow(29)_stageii.npz,Basic Locomotion,0.929,0.0,0.0,1.004,2.41
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kaiwa/sitdown_standup-03-chair_back-kaiwa_stageii.npz,Unstructured / OOD,0.048,0.0,0.469,1.515,0.39
AMASS,../egodata/downloads/amass/extracted/ACCAD/Male2Walking_c3d/B18 -  Walk to leap to walk t3_poses.npz,Agility / High-Dynamic,2.01,0.092,0.0,1.033,10.23
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_6_F_MoSh/Subject_6_F_8_poses.npz,Upper-Body Manipulation,0.062,0.0,0.0,2.776,1.1
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub094/0006_normal_walk2_poses.npz,Basic Locomotion,0.2,0.0,0.0,0.772,7.88
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_89_F_MoSh/Subject_89_F_15_poses.npz,Basic Locomotion,0.836,0.0,0.0,1.031,2.62
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/walking_slow10_stageii.npz,Basic Locomotion,0.461,0.0,0.0,1.087,0.69
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_70_F_MoSh/Subject_70_F_19_poses.npz,Upper-Body Manipulation,0.028,0.0,0.0,13.846,0.47
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/80/80_28_stageii.npz,Upper-Body Manipulation,0.026,0.0,0.0,13.146,0.71
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/378/push_recovery_stand_back03_stageii.npz,Basic Locomotion,0.345,0.0,0.0,1.862,1.17
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s5/toothbrush_brush_1_stageii.npz,Upper-Body Manipulation,0.105,0.0,0.0,2.559,0.44
AMASS,../egodata/downloads/amass/extracted/GRAB/GRAB/s7/binoculars_pass_1_stageii.npz,Basic Locomotion,0.166,0.0,0.0,1.985,0.43
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/69/Slow_Fig8(3)_stageii.npz,Basic Locomotion,0.321,0.0,0.0,1.053,0.74
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/955/wipe_head_dabbing01_stageii.npz,Upper-Body Manipulation,0.004,0.0,0.0,37.969,0.2
AMASS,../egodata/downloads/amass/extracted/Transitions/Transitions/mazen_c3d/airkick_longjump_stageii.npz,Basic Locomotion,0.625,0.003,0.0,1.182,1.64
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/952/wipe_head_smallcircle01_stageii.npz,Unstructured / OOD,0.005,0.0,1.0,30.634,0.16
AMASS,../egodata/downloads/amass/extracted/Transitions/Transitions/mazen_c3d/dance_longjump_stageii.npz,Basic Locomotion,0.427,0.031,0.0,1.568,2.02
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_75_F_MoSh/Subject_75_F_8_poses.npz,Upper-Body Manipulation,0.246,0.0,0.0,2.132,1.47
AMASS,../egodata/downloads/amass/extracted/ACCAD/MartialArtsWalksTurns_c3d/E3 - advance_poses.npz,Basic Locomotion,0.809,0.0,0.0,1.071,3.83
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kawaguchi/accident-01-dodge-kawaguchi_stageii.npz,Upper-Body Manipulation,0.127,0.0,0.0,2.582,0.87
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/122/122_01_stageii.npz,Basic Locomotion,0.199,0.0,0.0,1.167,0.68
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub083/0011_normal_jog3_poses.npz,Agility / High-Dynamic,0.212,0.0,0.0,0.661,13.48
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/3/balancing02_stageii.npz,Upper-Body Manipulation,0.08,0.0,0.0,2.766,0.15
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/138/138_25_stageii.npz,Basic Locomotion,0.605,0.0,0.0,1.169,1.72
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/67/Mixed_SlowFast(25)_stageii.npz,Basic Locomotion,1.35,0.0,0.0,0.917,3.59
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/965/Experiment3a_02_stageii.npz,Upper-Body Manipulation,0.004,0.0,0.0,3.132,0.17
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub033/0009_normal_jog2_poses.npz,Agility / High-Dynamic,0.173,0.0,0.0,0.831,13.99
AMASS,../egodata/downloads/amass/extracted/BMLmovi/BMLmovi/Subject_33_F_MoSh/Subject_33_F_2_poses.npz,Basic Locomotion,1.019,0.0,0.0,1.037,3.57
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/SignB_stageii.npz,Upper-Body Manipulation,0.005,0.0,0.0,29.043,0.35
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub043/0016_sitting2_poses.npz,Unstructured / OOD,1.309,0.0,0.45,1.238,3.93
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/step_over_gap01_stageii.npz,Basic Locomotion,0.428,0.0,0.0,1.072,0.88
AMASS,../egodata/downloads/amass/extracted/SSM/SSM/20160930_50032/running_on_the_spot_sync_stageii.npz,Agility / High-Dynamic,0.193,0.0,0.0,1.855,9.91
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub002/0024_scamper_poses.npz,Basic Locomotion,0.615,0.0,0.0,2.517,5.68
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/378/push_recovery_stand_front01_stageii.npz,Basic Locomotion,0.291,0.0,0.0,1.82,1.34
AMASS,../egodata/downloads/amass/extracted/EyesJapanDataset/Eyes_Japan_Dataset/kaiwa/gesture_etc-32-no-kaiwa_stageii.npz,Upper-Body Manipulation,0.058,0.0,0.0,6.831,0.55
AMASS,../egodata/downloads/amass/extracted/WEIZMANN/WEIZMANN/68/Normal_StraightLong(46)_stageii.npz,Basic Locomotion,0.644,0.0,0.0,1.025,1.43
AMASS,../egodata/downloads/amass/extracted/BMLrub/BioMotionLab_NTroje/rub007/0013_lifting_light2_poses.npz,Basic Locomotion,0.825,0.0,0.102,1.515,3.28
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/167/bend_right07_stageii.npz,Basic Locomotion,0.434,0.0,0.0,1.053,0.71
AMASS,../egodata/downloads/amass/extracted/CMU/CMU/143/143_32_stageii.npz,Basic Locomotion,1.009,0.0,0.0,1.041,2.82
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/675/walk_with_handrail_beam_left02_stageii.npz,Basic Locomotion,0.537,0.0,0.0,1.013,1.14
AMASS,../egodata/downloads/amass/extracted/KIT/KIT/675/dry_left_arm_09_stageii.npz,Basic Locomotion,0.258,0.0,0.0,1.805,0.65
